[ 1920년-2100년 24기 입기 시각 ]
--------------------------------------------------------------------------------------------------------------------------------------------
역법과 연계된 24기 데이터의 특수성 때문에, 반올림 결과 날짜가 바뀌는 경우 날짜 변동 없이 24시 0분으로 표기됩니다. 
이 자료는 최신의 이론, 모델, 상수를 사용하여 계산된 것입니다. 하지만 지구 자전 속도는 예측할 수 없기 때문에, 미래로 갈수록 수 초에서 수분까지 달라질 수 있습니다. 이로 인해 미래의 실제 24기 날짜는 지금 계산과 다를 수 있습니다.

아래 모든 시각 데이터는 현재(2026년 9월 1일) KST(=UTC+9h) 기준이며, 과거 표준자오선 변경이나 써머타임은 고려하지 않음.
--------------------------------------------------------------------------------------------------------------------------------------------

<24기 구분>
 1: 입춘,  2: 우수,  3: 경칩,  4: 춘분,  5: 청명,  6: 곡우
21, 2041, 12,  7,  3, 16
22, 2041, 12, 21, 21, 18
23, 2042,  1,  5, 14, 35
24, 2042,  1, 20,  8,  0
 1, 2042,  2,  4,  2, 13
 2, 2042,  2, 18, 22,  5
 3, 2042,  3,  5, 20,  6
 4, 2042,  3, 20, 20, 53
 5, 2042,  4,  5,  0, 41
 6, 2042,  4, 20,  7, 40
 7, 2042,  5,  5, 17, 43
 8, 2042,  5, 21,  6, 31
 9, 2042,  6,  5, 21, 38
10, 2042,  6, 21, 14, 16
11, 2042,  7,  7,  7, 47
12, 2042,  7, 23,  1,  6
13, 2042,  8,  7, 17, 39
14, 2042,  8, 23,  8, 18
15, 2042,  9,  7, 20, 46
16, 2042,  9, 23,  6, 12
17, 2042, 10,  8, 12, 41
18, 2042, 10, 23, 15, 50
19, 2042, 11,  7, 16,  8
20, 2042, 11, 22, 13, 37
21, 2042, 12,  7,  9,  9
22, 2042, 12, 22,  3,  4
23, 2043,  1,  5, 20, 25
24, 2043,  1, 20, 13, 42
 1, 2043,  2,  4,  7, 59
 2, 2043,  2, 19,  3, 42
 3, 2043,  3,  6,  1, 48
 4, 2043,  3, 21,  2, 28
 5, 2043,  4,  5,  6, 20
 6, 2043,  4, 20, 13, 15
 7, 2043,  5,  5, 23, 22
 8, 2043,  5, 21, 12,  9
 9, 2043,  6,  6,  3, 18
10, 2043,  6, 21, 19, 58
11, 2043,  7,  7, 13, 28
12, 2043,  7, 23,  6, 54
13, 2043,  8,  7, 23, 21
14, 2043,  8, 23, 14, 10
15, 2043,  9,  8,  2, 30
16, 2043,  9, 23, 12,  7
17, 2043, 10,  8, 18, 28
18, 2043, 10, 23, 21, 47
19, 2043, 11,  7, 21, 56
20, 2043, 11, 22, 19, 35
21, 2043, 12,  7, 14, 57
22, 2043, 12, 22,  9,  1
23, 2044,  1,  6,  2, 13
24, 2044,  1, 20, 19, 38
 1, 2044,  2,  4, 13, 44
 2, 2044,  2, 19,  9, 36
 3, 2044,  3,  5,  7, 32
 4, 2044,  3, 20,  8, 21
 5, 2044,  4,  4, 12,  3
 6, 2044,  4, 19, 19,  7
 7, 2044,  5,  5,  5,  6
 8, 2044,  5, 20, 18,  2
 9, 2044,  6,  5,  9,  4
10, 2044,  6, 21,  1, 51
11, 2044,  7,  6, 19, 16
12, 2044,  7, 22, 12, 43
13, 2044,  8,  7,  5,  9
14, 2044,  8, 22, 19, 55
15, 2044,  9,  7,  8, 17
16, 2044,  9, 22, 17, 48
17, 2044, 10,  8,  0, 13
18, 2044, 10, 23,  3, 26
19, 2044, 11,  7,  3, 42
20, 2044, 11, 22,  1, 15
21, 2044, 12,  6, 20, 45
22, 2044, 12, 21, 14, 44
23, 2045,  1,  5,  8,  3
24, 2045,  1, 20,  1, 22
 1, 2045,  2,  3, 19, 36
 2, 2045,  2, 18, 15, 22
 3, 2045,  3,  5, 13, 25
 4, 2045,  3, 20, 14,  8
 5, 2045,  4,  4, 17, 57
 6, 2045,  4, 20,  0, 53
 7, 2045,  5,  5, 11,  0
 8, 2045,  5, 20, 23, 46
 9, 2045,  6,  5, 14, 57
10, 2045,  6, 21,  7, 34
11, 2045,  7,  7,  1,  8
12, 2045,  7, 22, 18, 27
13, 2045,  8,  7, 11,  0
14, 2045,  8, 23,  1, 39
15, 2045,  9,  7, 14,  6
16, 2045,  9, 22, 23, 33
17, 2045, 10,  8,  6,  1
18, 2045, 10, 23,  9, 13
19, 2045, 11,  7,  9, 30
20, 2045, 11, 22,  7,  4
21, 2045, 12,  7,  2, 36
22, 2045, 12, 21, 20, 35
23, 2046,  1,  5, 13, 56
24, 2046,  1, 20,  7, 16
 1, 2046,  2,  4,  1, 31
 2, 2046,  2, 18, 21, 16
 3, 2046,  3,  5, 19, 18
 4, 2046,  3, 20, 19, 58
 5, 2046,  4,  4, 23, 45
 6, 2046,  4, 20,  6, 39
 7, 2046,  5,  5, 16, 41
 8, 2046,  5, 21,  5, 29
 9, 2046,  6,  5, 20, 32
10, 2046,  6, 21, 13, 15
11, 2046,  7,  7,  6, 40
12, 2046,  7, 23,  0,  9
13, 2046,  8,  7, 16, 33
14, 2046,  8, 23,  7, 25
15, 2046,  9,  7, 19, 43
16, 2046,  9, 23,  5, 22
17, 2046, 10,  8, 11, 43
18, 2046, 10, 23, 15,  4
19, 2046, 11,  7, 15, 14
20, 2046, 11, 22, 12, 56
21, 2046, 12,  7,  8, 21
22, 2046, 12, 22,  2, 29
23, 2047,  1,  5, 19, 43
24, 2047,  1, 20, 13, 10
 1, 2047,  2,  4,  7, 18
 2, 2047,  2, 19,  3, 11
 3, 2047,  3,  6,  1,  5
 4, 2047,  3, 21,  1, 53
 5, 2047,  4,  5,  5, 33
 6, 2047,  4, 20, 12, 33
 7, 2047,  5,  5, 22, 29
 8, 2047,  5, 21, 11, 20
 9, 2047,  6,  6,  2, 21
10, 2047,  6, 21, 19,  4
11, 2047,  7,  7, 12, 31
12, 2047,  7, 23,  5, 56
13, 2047,  8,  7, 22, 26
14, 2047,  8, 23, 13, 11
15, 2047,  9,  8,  1, 38
16, 2047,  9, 23, 11,  8
17, 2047, 10,  8, 17, 38
18, 2047, 10, 23, 20, 49
19, 2047, 11,  7, 21,  8
20, 2047, 11, 22, 18, 38
21, 2047, 12,  7, 14, 11
22, 2047, 12, 22,  8,  7
23, 2048,  1,  6,  1, 30
24, 2048,  1, 20, 18, 47
 1, 2048,  2,  4, 13,  5
 2, 2048,  2, 19,  8, 49
 3, 2048,  3,  5,  6, 54
 4, 2048,  3, 20,  7, 34
 5, 2048,  4,  4, 11, 25
 6, 2048,  4, 19, 18, 18
 7, 2048,  5,  5,  4, 25
 8, 2048,  5, 20, 17,  8
 9, 2048,  6,  5,  8, 18
10, 2048,  6, 21,  0, 54
11, 2048,  7,  6, 18, 27
12, 2048,  7, 22, 11, 47
13, 2048,  8,  7,  4, 19
14, 2048,  8, 22, 19,  3
15, 2048,  9,  7,  7, 28
16, 2048,  9, 22, 17,  1
17, 2048, 10,  7, 23, 27
18, 2048, 10, 23,  2, 43
19, 2048, 11,  7,  2, 57
20, 2048, 11, 22,  0, 34
21, 2048, 12,  6, 20,  1
22, 2048, 12, 21, 14,  2
23, 2049,  1,  5,  7, 19
24, 2049,  1, 20,  0, 41
 1, 2049,  2,  3, 18, 54
 2, 2049,  2, 18, 14, 42
 3, 2049,  3,  5, 12, 43
 4, 2049,  3, 20, 13, 29
 5, 2049,  4,  4, 17, 15
 6, 2049,  4, 20,  0, 14
 7, 2049,  5,  5, 10, 13
 8, 2049,  5, 20, 23,  4
 9, 2049,  6,  5, 14,  4
10, 2049,  6, 21,  6, 48
11, 2049,  7,  7,  0,  9
12, 2049,  7, 22, 17, 37
13, 2049,  8,  7,  9, 58
14, 2049,  8, 23,  0, 48
15, 2049,  9,  7, 13,  6
16, 2049,  9, 22, 22, 43
17, 2049, 10,  8,  5,  5
18, 2049, 10, 23,  8, 25
19, 2049, 11,  7,  8, 39
20, 2049, 11, 22,  6, 20
21, 2049, 12,  7,  1, 47
22, 2049, 12, 21, 19, 52
23, 2050,  1,  5, 13,  8
24, 2050,  1, 20,  6, 34
 1, 2050,  2,  4,  0, 44
 2, 2050,  2, 18, 20, 35
 3, 2050,  3,  5, 18, 33
 4, 2050,  3, 20, 19, 20
 5, 2050,  4,  4, 23,  3
 6, 2050,  4, 20,  6,  2
 7, 2050,  5,  5, 16,  2
 8, 2050,  5, 21,  4, 51
 9, 2050,  6,  5, 19, 55
10, 2050,  6, 21, 12, 33
11, 2050,  7,  7,  6,  2
12, 2050,  7, 22, 23, 22
13, 2050,  8,  7, 15, 53
14, 2050,  8, 23,  6, 33
15, 2050,  9,  7, 19,  1
16, 2050,  9, 23,  4, 29
17, 2050, 10,  8, 11,  0
18, 2050, 10, 23, 14, 12
19, 2050, 11,  7, 14, 34
20, 2050, 11, 22, 12,  7
21, 2050, 12,  7,  7, 42
22, 2050, 12, 22,  1, 39
23, 2051,  1,  5, 19,  2
24, 2051,  1, 20, 12, 19
 1, 2051,  2,  4,  6, 36
 2, 2051,  2, 19,  2, 18
 3, 2051,  3,  6,  0, 22
 4, 2051,  3, 21,  0, 59
 5, 2051,  4,  5,  4, 50
 6, 2051,  4, 20, 11, 41
 7, 2051,  5,  5, 21, 47
 8, 2051,  5, 21, 10, 32
 9, 2051,  6,  6,  1, 41
10, 2051,  6, 21, 18, 19
11, 2051,  7,  7, 11, 50
12, 2051,  7, 23,  5, 13
13, 2051,  8,  7, 21, 42
14, 2051,  8, 23, 12, 29
15, 2051,  9,  8,  0, 52
16, 2051,  9, 23, 10, 28
17, 2051, 10,  8, 16, 51
18, 2051, 10, 23, 20, 10
19, 2051, 11,  7, 20, 22
20, 2051, 11, 22, 18,  3
21, 2051, 12,  7, 13, 29
22, 2051, 12, 22,  7, 34
23, 2052,  1,  6,  0, 49
24, 2052,  1, 20, 18, 14
 1, 2052,  2,  4, 12, 23
 2, 2052,  2, 19,  8, 14
 3, 2052,  3,  5,  6, 10
 4, 2052,  3, 20,  6, 56
 5, 2052,  4,  4, 10, 38
 6, 2052,  4, 19, 17, 38
 7, 2052,  5,  5,  3, 35
 8, 2052,  5, 20, 16, 29
 9, 2052,  6,  5,  7, 30
10, 2052,  6, 21,  0, 17
11, 2052,  7,  6, 17, 40
12, 2052,  7, 22, 11,  9
13, 2052,  8,  7,  3, 34
14, 2052,  8, 22, 18, 22
15, 2052,  9,  7,  6, 42
16, 2052,  9, 22, 16, 16
17, 2052, 10,  7, 22, 40
18, 2052, 10, 23,  1, 55
19, 2052, 11,  7,  2, 10
20, 2052, 11, 21, 23, 46
21, 2052, 12,  6, 19, 16
22, 2052, 12, 21, 13, 18
23, 2053,  1,  5,  6, 36
24, 2053,  1, 19, 24,  0
 1, 2053,  2,  3, 18, 13
 2, 2053,  2, 18, 14,  2
 3, 2053,  3,  5, 12,  4
 4, 2053,  3, 20, 12, 48
 5, 2053,  4,  4, 16, 35
 6, 2053,  4, 19, 23, 31
 7, 2053,  5,  5,  9, 34
 8, 2053,  5, 20, 22, 20
 9, 2053,  6,  5, 13, 28
10, 2053,  6, 21,  6,  4
11, 2053,  7,  6, 23, 37
12, 2053,  7, 22, 16, 57
13, 2053,  8,  7,  9, 30
14, 2053,  8, 23,  0, 11
15, 2053,  9,  7, 12, 39
16, 2053,  9, 22, 22,  7
17, 2053, 10,  8,  4, 36
18, 2053, 10, 23,  7, 48
19, 2053, 11,  7,  8,  6
20, 2053, 11, 22,  5, 39
21, 2053, 12,  7,  1, 12
22, 2053, 12, 21, 19, 10
23, 2054,  1,  5, 12, 33
24, 2054,  1, 20,  5, 51
 1, 2054,  2,  4,  0,  8
 2, 2054,  2, 18, 19, 52
 3, 2054,  3,  5, 17, 56
 4, 2054,  3, 20, 18, 35
 5, 2054,  4,  4, 22, 23
 6, 2054,  4, 20,  5, 15
 7, 2054,  5,  5, 15, 18
 8, 2054,  5, 21,  4,  3
 9, 2054,  6,  5, 19,  8
10, 2054,  6, 21, 11, 48
11, 2054,  7,  7,  5, 14
12, 2054,  7, 22, 22, 41
13, 2054,  8,  7, 15,  7
14, 2054,  8, 23,  5, 59
15, 2054,  9,  7, 18, 20
16, 2054,  9, 23,  4,  0
17, 2054, 10,  8, 10, 23
18, 2054, 10, 23, 13, 45
19, 2054, 11,  7, 13, 57
20, 2054, 11, 22, 11, 39
21, 2054, 12,  7,  7,  4
22, 2054, 12, 22,  1, 10
23, 2055,  1,  5, 18, 23
24, 2055,  1, 20, 11, 49
 1, 2055,  2,  4,  5, 56
 2, 2055,  2, 19,  1, 48
 3, 2055,  3,  5, 23, 42
 4, 2055,  3, 21,  0, 29
 5, 2055,  4,  5,  4,  9
 6, 2055,  4, 20, 11,  9
 7, 2055,  5,  5, 21,  4
 8, 2055,  5, 21,  9, 57
 9, 2055,  6,  6,  0, 56
10, 2055,  6, 21, 17, 40
11, 2055,  7,  7, 11,  6
12, 2055,  7, 23,  4, 32
13, 2055,  8,  7, 21,  1
14, 2055,  8, 23, 11, 49
15, 2055,  9,  8,  0, 16
16, 2055,  9, 23,  9, 49
17, 2055, 10,  8, 16, 19
18, 2055, 10, 23, 19, 34
19, 2055, 11,  7, 19, 53
20, 2055, 11, 22, 17, 27
21, 2055, 12,  7, 12, 59
22, 2055, 12, 22,  6, 56
23, 2056,  1,  6,  0, 16
24, 2056,  1, 20, 17, 33
 1, 2056,  2,  4, 11, 48
 2, 2056,  2, 19,  7, 30
 3, 2056,  3,  5,  5, 33
 4, 2056,  3, 20,  6, 12
 5, 2056,  4,  4, 10,  0
 6, 2056,  4, 19, 16, 53
 7, 2056,  5,  5,  2, 58
 8, 2056,  5, 20, 15, 42
 9, 2056,  6,  5,  6, 53
10, 2056,  6, 20, 23, 29
11, 2056,  7,  6, 17,  3
12, 2056,  7, 22, 10, 23
13, 2056,  8,  7,  2, 56
14, 2056,  8, 22, 17, 39
15, 2056,  9,  7,  6,  8
16, 2056,  9, 22, 15, 40
17, 2056, 10,  7, 22, 10
18, 2056, 10, 23,  1, 26
19, 2056, 11,  7,  1, 44
20, 2056, 11, 21, 23, 21
21, 2056, 12,  6, 18, 51
22, 2056, 12, 21, 12, 52
23, 2057,  1,  5,  6, 10
24, 2057,  1, 19, 23, 31
 1, 2057,  2,  3, 17, 43
 2, 2057,  2, 18, 13, 28
 3, 2057,  3,  5, 11, 27
 4, 2057,  3, 20, 12,  8
 5, 2057,  4,  4, 15, 53
 6, 2057,  4, 19, 22, 48
 7, 2057,  5,  5,  8, 47
 8, 2057,  5, 20, 21, 36
 9, 2057,  6,  5, 12, 37
10, 2057,  6, 21,  5, 20
11, 2057,  7,  6, 22, 43
12, 2057,  7, 22, 16, 11
13, 2057,  8,  7,  8, 34
14, 2057,  8, 22, 23, 25
15, 2057,  9,  7, 11, 45
16, 2057,  9, 22, 21, 24
17, 2057, 10,  8,  3, 47
18, 2057, 10, 23,  7,  9
19, 2057, 11,  7,  7, 23
20, 2057, 11, 22,  5,  7
21, 2057, 12,  7,  0, 35
22, 2057, 12, 21, 18, 43
23, 2058,  1,  5, 11, 59
24, 2058,  1, 20,  5, 27
 1, 2058,  2,  3, 23, 35
 2, 2058,  2, 18, 19, 26
 3, 2058,  3,  5, 17, 20
 4, 2058,  3, 20, 18,  6
 5, 2058,  4,  4, 21, 44
 6, 2058,  4, 20,  4, 41
 7, 2058,  5,  5, 14, 36
 8, 2058,  5, 21,  3, 25
 9, 2058,  6,  5, 18, 25
10, 2058,  6, 21, 11,  5
11, 2058,  7,  7,  4, 32
12, 2058,  7, 22, 21, 54
13, 2058,  8,  7, 14, 26
14, 2058,  8, 23,  5,  9
15, 2058,  9,  7, 17, 38
16, 2058,  9, 23,  3,  9
17, 2058, 10,  8,  9, 42
18, 2058, 10, 23, 12, 55
19, 2058, 11,  7, 13, 18
20, 2058, 11, 22, 10, 51
21, 2058, 12,  7,  6, 28
22, 2058, 12, 22,  0, 25
23, 2059,  1,  5, 17, 50
24, 2059,  1, 20, 11,  7
 1, 2059,  2,  4,  5, 24
 2, 2059,  2, 19,  1,  6
 3, 2059,  3,  5, 23,  9
 4, 2059,  3, 20, 23, 45
 5, 2059,  4,  5,  3, 33
 6, 2059,  4, 20, 10, 21
 7, 2059,  5,  5, 20, 24
 8, 2059,  5, 21,  9,  5
 9, 2059,  6,  6,  0, 13
10, 2059,  6, 21, 16, 48
11, 2059,  7,  7, 10, 19
12, 2059,  7, 23,  3, 41
13, 2059,  8,  7, 20, 13
14, 2059,  8, 23, 11,  1
15, 2059,  9,  7, 23, 27
16, 2059,  9, 23,  9,  4
17, 2059, 10,  8, 15, 31
18, 2059, 10, 23, 18, 51
19, 2059, 11,  7, 19,  6
20, 2059, 11, 22, 16, 46
21, 2059, 12,  7, 12, 14
22, 2059, 12, 22,  6, 18
23, 2060,  1,  5, 23, 34
24, 2060,  1, 20, 16, 59
 1, 2060,  2,  4, 11,  9
 2, 2060,  2, 19,  6, 58
 3, 2060,  3,  5,  4, 55
 4, 2060,  3, 20,  5, 39
 5, 2060,  4,  4,  9, 20
 6, 2060,  4, 19, 16, 18
 7, 2060,  5,  5,  2, 13
 8, 2060,  5, 20, 15,  4
 9, 2060,  6,  5,  6,  2
10, 2060,  6, 20, 22, 46
11, 2060,  7,  6, 16,  8
12, 2060,  7, 22,  9, 36
13, 2060,  8,  7,  2,  0
14, 2060,  8, 22, 16, 50
15, 2060,  9,  7,  5, 11
16, 2060,  9, 22, 14, 49
17, 2060, 10,  7, 21, 14
18, 2060, 10, 23,  0, 34
19, 2060, 11,  7,  0, 49
20, 2060, 11, 21, 22, 29
21, 2060, 12,  6, 17, 58
22, 2060, 12, 21, 12,  2
23, 2061,  1,  5,  5, 19
24, 2061,  1, 19, 22, 43
 1, 2061,  2,  3, 16, 54
 2, 2061,  2, 18, 12, 44
 3, 2061,  3,  5, 10, 42
 4, 2061,  3, 20, 11, 27
 5, 2061,  4,  4, 15, 11
 6, 2061,  4, 19, 22,  7
 7, 2061,  5,  5,  8,  7
 8, 2061,  5, 20, 20, 53
 9, 2061,  6,  5, 11, 57
10, 2061,  6, 21,  4, 33
11, 2061,  7,  6, 22,  3
12, 2061,  7, 22, 15, 21
13, 2061,  8,  7,  7, 53
14, 2061,  8, 22, 22, 34
15, 2061,  9,  7, 11,  3
16, 2061,  9, 22, 20, 32
17, 2061, 10,  8,  3,  5
18, 2061, 10, 23,  6, 18
19, 2061, 11,  7,  6, 40
20, 2061, 11, 22,  4, 15
21, 2061, 12,  6, 23, 51
22, 2061, 12, 21, 17, 49
23, 2062,  1,  5, 11, 13
24, 2062,  1, 20,  4, 31
 1, 2062,  2,  3, 22, 48
 2, 2062,  2, 18, 18, 29
 3, 2062,  3,  5, 16, 32
 4, 2062,  3, 20, 17,  8
 5, 2062,  4,  4, 20, 56
 6, 2062,  4, 20,  3, 45
 7, 2062,  5,  5, 13, 48
 8, 2062,  5, 21,  2, 30
 9, 2062,  6,  5, 17, 35
10, 2062,  6, 21, 10, 12
11, 2062,  7,  7,  3, 39
12, 2062,  7, 22, 21,  3
13, 2062,  8,  7, 13, 30
14, 2062,  8, 23,  4, 19
15, 2062,  9,  7, 16, 41
16, 2062,  9, 23,  2, 21
17, 2062, 10,  8,  8, 45
18, 2062, 10, 23, 12,  9
19, 2062, 11,  7, 12, 23
20, 2062, 11, 22, 10,  8
21, 2062, 12,  7,  5, 35
22, 2062, 12, 21, 23, 43
23, 2063,  1,  5, 16, 58
24, 2063,  1, 20, 10, 25
 1, 2063,  2,  4,  4, 32
 2, 2063,  2, 19,  0, 22
 3, 2063,  3,  5, 22, 15
 4, 2063,  3, 20, 23,  0
 5, 2063,  4,  5,  2, 38
 6, 2063,  4, 20,  9, 36
 7, 2063,  5,  5, 19, 29
 8, 2063,  5, 21,  8, 20
 9, 2063,  6,  5, 23, 18
10, 2063,  6, 21, 16,  3
11, 2063,  7,  7,  9, 26
12, 2063,  7, 23,  2, 54
13, 2063,  8,  7, 19, 21
14, 2063,  8, 23, 10,  9
15, 2063,  9,  7, 22, 34
16, 2063,  9, 23,  8,  9
17, 2063, 10,  8, 14, 38
18, 2063, 10, 23, 17, 54
19, 2063, 11,  7, 18, 13
20, 2063, 11, 22, 15, 49
21, 2063, 12,  7, 11, 21
22, 2063, 12, 22,  5, 22
23, 2064,  1,  5, 22, 42
24, 2064,  1, 20, 16,  2
 1, 2064,  2,  4, 10, 15
 2, 2064,  2, 19,  6,  0
 3, 2064,  3,  5,  4,  0
 4, 2064,  3, 20,  4, 39
 5, 2064,  4,  4,  8, 25
 6, 2064,  4, 19, 15, 17
 7, 2064,  5,  5,  1, 19
 8, 2064,  5, 20, 14,  2
 9, 2064,  6,  5,  5, 11
10, 2064,  6, 20, 21, 46
11, 2064,  7,  6, 15, 20
12, 2064,  7, 22,  8, 40
13, 2064,  8,  7,  1, 15
14, 2064,  8, 22, 15, 57
15, 2064,  9,  7,  4, 27
16, 2064,  9, 22, 13, 58
17, 2064, 10,  7, 20, 29
18, 2064, 10, 22, 23, 43
19, 2064, 11,  7,  0,  2
20, 2064, 11, 21, 21, 37
21, 2064, 12,  6, 17, 10
22, 2064, 12, 21, 11,  9
23, 2065,  1,  5,  4, 30
24, 2065,  1, 19, 21, 50
 1, 2065,  2,  3, 16,  4
 2, 2065,  2, 18, 11, 48
 3, 2065,  3,  5,  9, 50
 4, 2065,  3, 20, 10, 29
 5, 2065,  4,  4, 14, 15
 6, 2065,  4, 19, 21,  7
 7, 2065,  5,  5,  7,  6
 8, 2065,  5, 20, 19, 51
 9, 2065,  6,  5, 10, 53
10, 2065,  6, 21,  3, 33
11, 2065,  7,  6, 20, 58
12, 2065,  7, 22, 14, 25
13, 2065,  8,  7,  6, 50
14, 2065,  8, 22, 21, 42
15, 2065,  9,  7, 10,  3
16, 2065,  9, 22, 19, 43
17, 2065, 10,  8,  2,  7
18, 2065, 10, 23,  5, 30
19, 2065, 11,  7,  5, 43
20, 2065, 11, 22,  3, 27
21, 2065, 12,  6, 22, 54
22, 2065, 12, 21, 17,  2
23, 2066,  1,  5, 10, 16
24, 2066,  1, 20,  3, 43
 1, 2066,  2,  3, 21, 50
 2, 2066,  2, 18, 17, 41
 3, 2066,  3,  5, 15, 35
 4, 2066,  3, 20, 16, 21
 5, 2066,  4,  4, 19, 58
 6, 2066,  4, 20,  2, 56
 7, 2066,  5,  5, 12, 49
 8, 2066,  5, 21,  1, 38
 9, 2066,  6,  5, 16, 37
10, 2066,  6, 21,  9, 17
11, 2066,  7,  7,  2, 43
12, 2066,  7, 22, 20,  7
13, 2066,  8,  7, 12, 38
14, 2066,  8, 23,  3, 24
15, 2066,  9,  7, 15, 54
16, 2066,  9, 23,  1, 28
17, 2066, 10,  8,  8,  2
18, 2066, 10, 23, 11, 17
19, 2066, 11,  7, 11, 40
20, 2066, 11, 22,  9, 14
21, 2066, 12,  7,  4, 49
22, 2066, 12, 21, 22, 46
23, 2067,  1,  5, 16,  8
24, 2067,  1, 20,  9, 24
 1, 2067,  2,  4,  3, 38
 2, 2067,  2, 18, 23, 18
 3, 2067,  3,  5, 21, 19
 4, 2067,  3, 20, 21, 54
 5, 2067,  4,  5,  1, 41
 6, 2067,  4, 20,  8, 29
 7, 2067,  5,  5, 18, 33
 8, 2067,  5, 21,  7, 14
 9, 2067,  6,  5, 22, 22
10, 2067,  6, 21, 14, 57
11, 2067,  7,  7,  8, 30
12, 2067,  7, 23,  1, 51
13, 2067,  8,  7, 18, 26
14, 2067,  8, 23,  9, 13
15, 2067,  9,  7, 21, 43
16, 2067,  9, 23,  7, 20
17, 2067, 10,  8, 13, 52
18, 2067, 10, 23, 17, 13
19, 2067, 11,  7, 17, 31
20, 2067, 11, 22, 15, 11
21, 2067, 12,  7, 10, 41
22, 2067, 12, 22,  4, 44
23, 2068,  1,  5, 22,  0
24, 2068,  1, 20, 15, 21
 1, 2068,  2,  4,  9, 30
 2, 2068,  2, 19,  5, 14
 3, 2068,  3,  5,  3, 10
 4, 2068,  3, 20,  3, 50
 5, 2068,  4,  4,  7, 31
 6, 2068,  4, 19, 14, 25
 7, 2068,  5,  5,  0, 21
 8, 2068,  5, 20, 13, 11
 9, 2068,  6,  5,  4, 10
10, 2068,  6, 20, 20, 55
11, 2068,  7,  6, 14, 18
12, 2068,  7, 22,  7, 47
13, 2068,  8,  7,  0, 12
14, 2068,  8, 22, 15,  5
15, 2068,  9,  7,  3, 27
16, 2068,  9, 22, 13,  8
17, 2068, 10,  7, 19, 34
18, 2068, 10, 22, 22, 58
19, 2068, 11,  6, 23, 14
20, 2068, 11, 21, 20, 58
21, 2068, 12,  6, 16, 27
22, 2068, 12, 21, 10, 34
23, 2069,  1,  5,  3, 49
24, 2069,  1, 19, 21, 14
 1, 2069,  2,  3, 15, 22
 2, 2069,  2, 18, 11, 10
 3, 2069,  3,  5,  9,  3
 4, 2069,  3, 20,  9, 46
 5, 2069,  4,  4, 13, 25
 6, 2069,  4, 19, 20, 20
 7, 2069,  5,  5,  6, 16
 8, 2069,  5, 20, 19,  2
 9, 2069,  6,  5, 10,  4
10, 2069,  6, 21,  2, 42
11, 2069,  7,  6, 20, 12
12, 2069,  7, 22, 13, 33
13, 2069,  8,  7,  6,  7
14, 2069,  8, 22, 20, 50
15, 2069,  9,  7,  9, 21
16, 2069,  9, 22, 18, 53
17, 2069, 10,  8,  1, 28
18, 2069, 10, 23,  4, 43
19, 2069, 11,  7,  5,  8
20, 2069, 11, 22,  2, 44
21, 2069, 12,  6, 22, 23
22, 2069, 12, 21, 16, 23
23, 2070,  1,  5,  9, 48
24, 2070,  1, 20,  3,  6
 1, 2070,  2,  3, 21, 23
 2, 2070,  2, 18, 17,  2
 3, 2070,  3,  5, 15,  3
 4, 2070,  3, 20, 15, 36
 5, 2070,  4,  4, 19, 21
 6, 2070,  4, 20,  2,  5
 7, 2070,  5,  5, 12,  6
 8, 2070,  5, 21,  0, 44
 9, 2070,  6,  5, 15, 49
10, 2070,  6, 21,  8, 23
11, 2070,  7,  7,  1, 53
12, 2070,  7, 22, 19, 17
13, 2070,  8,  7, 11, 47
14, 2070,  8, 23,  2, 38
15, 2070,  9,  7, 15,  5
16, 2070,  9, 23,  0, 46
17, 2070, 10,  8,  7, 14
18, 2070, 10, 23, 10, 39
19, 2070, 11,  7, 10, 56
20, 2070, 11, 22,  8, 42
21, 2070, 12,  7,  4, 12
22, 2070, 12, 21, 22, 20
23, 2071,  1,  5, 15, 37
24, 2071,  1, 20,  9,  3
 1, 2071,  2,  4,  3, 12
 2, 2071,  2, 18, 23,  1
 3, 2071,  3,  5, 20, 53
 4, 2071,  3, 20, 21, 36
 5, 2071,  4,  5,  1, 12
 6, 2071,  4, 20,  8,  6
 7, 2071,  5,  5, 17, 56
 8, 2071,  5, 21,  6, 44
 9, 2071,  6,  5, 21, 39
10, 2071,  6, 21, 14, 22
11, 2071,  7,  7,  7, 44
12, 2071,  7, 23,  1, 13
13, 2071,  8,  7, 17, 40
14, 2071,  8, 23,  8, 33
15, 2071,  9,  7, 20, 59
16, 2071,  9, 23,  6, 39
17, 2071, 10,  8, 13,  9
18, 2071, 10, 23, 16, 30
19, 2071, 11,  7, 16, 50
20, 2071, 11, 22, 14, 30
21, 2071, 12,  7, 10,  2
22, 2071, 12, 22,  4,  5
23, 2072,  1,  5, 21, 24
24, 2072,  1, 20, 14, 46
 1, 2072,  2,  4,  8, 58
 2, 2072,  2, 19,  4, 44
 3, 2072,  3,  5,  2, 42
 4, 2072,  3, 20,  3, 22
 5, 2072,  4,  4,  7,  5
 6, 2072,  4, 19, 13, 56
 7, 2072,  5,  4, 23, 55
 8, 2072,  5, 20, 12, 37
 9, 2072,  6,  5,  3, 41
10, 2072,  6, 20, 20, 15
11, 2072,  7,  6, 13, 46
12, 2072,  7, 22,  7,  5
13, 2072,  8,  6, 23, 40
14, 2072,  8, 22, 14, 23
15, 2072,  9,  7,  2, 56
